方言,類別,級別,中文,阿美語,備註
秀姑巒,08植物,中級,葉子,papah,
秀姑巒,08植物,高級,甘藷,fonga / konga,
秀姑巒,08植物,中級,柑橘,mami^ / mamiʼ,
秀姑巒,08植物,高級,花朵,rohayan,
秀姑巒,08植物,中高級,南瓜,tamorak,
秀姑巒,08植物,中高級,雜草,semot,
秀姑巒,08植物,高級,玉米,ʼariray,
秀姑巒,08植物,中高級,檳榔,ʼicep,
秀姑巒,08植物,高級,竹子,ʼawol,
秀姑巒,08植物,高級,樹枝,caʼang,
秀姑巒,08植物,中高級,(植物的)果實,heci^,
秀姑巒,08植物,中級,竹筍,tefoʼ,
秀姑巒,08植物,高級,香菇,faniw,
秀姑巒,08植物,高級,鳳梨,talacay,
秀姑巒,08植物,高級,草,rengos,
秀姑巒,08植物,高級,藤類,ʼoway,
秀姑巒,08植物,中高級,桃子,lopas,
秀姑巒,08植物,高級,李子,minowad,
秀姑巒,08植物,高級,水果,soy-kwo,
秀姑巒,08植物,高級,樹頭,tapangan,
秀姑巒,08植物,中高級,木耳,fitawngiʼ/fatawngiʼ,
秀姑巒,08植物,高級,蕃茄,tomato^,
秀姑巒,08植物,中高級,樹根,lamit,
秀姑巒,08植物,中高級,野百合,caracar,
秀姑巒,08植物,中級,姑婆芋,tafayar,
秀姑巒,08植物,高級,胡瓜,fida^ol,
秀姑巒,08植物,中高級,山蘇,lokot,
秀姑巒,08植物,高級,胡蘿蔔,nin-cin,
秀姑巒,08植物,高級,空心菜,in-cay,
秀姑巒,08植物,中高級,長豆,kalitang,
秀姑巒,08植物,中高級,綠豆,naniwac/aniwac,
秀姑巒,08植物,高級,麥,edid,
秀姑巒,08植物,中高級,蔥,kenaw,
秀姑巒,08植物,高級,豆芽,cengoʼ no naniwac,
秀姑巒,08植物,高級,百香果,payayoka^,
秀姑巒,08植物,中高級,山藥,koleto^,
秀姑巒,08植物,高級,檜木,fahedil,
秀姑巒,08植物,中高級,幼苗,sapal,
秀姑巒,08植物,中高級,種子,sapaloma^,
秀姑巒,08植物,中高級,野草莓,kamacal,
秀姑巒,08植物,高級,梅子,minowad,
秀姑巒,08植物,高級,過貓,pahko^,
秀姑巒,08植物,高級,山櫻花,sakola,
秀姑巒,08植物,高級,咬人貓,lidateng,
秀姑巒,08植物,高級,山胡椒,ʼimoc,
秀姑巒,08植物,高級,樹豆,fataʼan,
秀姑巒,08植物,中高級,柚子,karoʼ/wirok,
秀姑巒,08植物,中高級,菸草,tamako^,
秀姑巒,08植物,中級,辣椒(通稱),damdam,
秀姑巒,08植物,高級,棉花,parok,
秀姑巒,08植物,初級,地瓜,fonga / konga,
秀姑巒,08植物,初級,番石榴,kiyafes,
秀姑巒,09物品(不含食品),初級,書,codad,
秀姑巒,09物品(不含食品),初級,錢,pida^,
秀姑巒,09物品(不含食品),初級,球,mali^,
秀姑巒,09物品(不含食品),初級,桌子,sapad / cokowi / parar,
秀姑巒,09物品(不含食品),初級,電話,dingwa^,
秀姑巒,09物品(不含食品),初級,筆,impic,
秀姑巒,09物品(不含食品),初級,椅子,ʼanengan,
秀姑巒,09物品(不含食品),初級,藥物,sapaiyo^,
秀姑巒,09物品(不含食品),初級,電腦,kam-piw-ta^/ting-naw,
秀姑巒,09物品(不含食品),初級,雨傘,cacilakan/linay/sawong,
秀姑巒,09物品(不含食品),初級,手錶,toki^,
秀姑巒,09物品(不含食品),高級,鐘錶,widi^/toki,
秀姑巒,09物品(不含食品),中級,鉤子,sakorawit,
秀姑巒,09物品(不含食品),高級,細線,erid/keliw,
秀姑巒,09物品(不含食品),中級,繩索,lopo^ / sasoʼot,
秀姑巒,09物品(不含食品),中級,針,rinom,
秀姑巒,09物品(不含食品),中級,木杵,ʼasolo^,
秀姑巒,09物品(不含食品),高級,枝條,caʼang,
秀姑巒,09物品(不含食品),高級,篩子,sasiwasiw/safitay,
秀姑巒,09物品(不含食品),高級,小刀,poʼot,
秀姑巒,09物品(不含食品),高級,船隻,tamina,
秀姑巒,09物品(不含食品),中高級,剪刀,sasayit,
秀姑巒,09物品(不含食品),高級,木炭,ʼafel/ʼatang,
秀姑巒,09物品(不含食品),中高級,水桶,fakici^,
秀姑巒,09物品(不含食品),中高級,釣竿,sapatiked,
秀姑巒,09物品(不含食品),高級,竹筒,potot,
秀姑巒,09物品(不含食品),高級,電燈,dingki^,
秀姑巒,09物品(不含食品),中級,蓋子,satahaf,
秀姑巒,09物品(不含食品),中高級,(竹製的)刮麻具,sakelilic,
秀姑巒,09物品(不含食品),中高級,污垢,ʼorʼor /ʼoning,
秀姑巒,09物品(不含食品),高級,木臼,pitifekan,
秀姑巒,09物品(不含食品),高級,棉被,oray/kafang,
秀姑巒,09物品(不含食品),中級,碗,kaysing,
秀姑巒,09物品(不含食品),高級,網子,salil,
秀姑巒,09物品(不含食品),高級,飯鍋,sioy,
秀姑巒,09物品(不含食品),中級,鋸子,sarotarot,
秀姑巒,09物品(不含食品),中高級,紙張,tipelok,
秀姑巒,09物品(不含食品),中高級,杯子,ku-pu^,
秀姑巒,09物品(不含食品),高級,釣具,kakimadan no sapatiked,
秀姑巒,09物品(不含食品),高級,袋子,tisaki,手提袋
秀姑巒,09物品(不含食品),中高級,鍋鏟,ʼamciya,
秀姑巒,09物品(不含食品),中級,斧頭,cakelis/timpo,
秀姑巒,09物品(不含食品),中高級,夾子,saʼatem/saʼatim,
秀姑巒,09物品(不含食品),中級,床舖,kafotiʼan / takar,
秀姑巒,09物品(不含食品),中高級,梗,ʼakaway,
秀姑巒,09物品(不含食品),中高級,鏡子,dadingoan/dadingo^,
秀姑巒,09物品(不含食品),中高級,工具,sakatayal/sakadademak,
秀姑巒,09物品(不含食品),高級,弧形(底)鍋,dangah,
秀姑巒,09物品(不含食品),中高級,炭灰,ʼafo^,
秀姑巒,09物品(不含食品),高級,瓶子,kofoc,
秀姑巒,09物品(不含食品),中高級,湯匙,kaliling,
秀姑巒,09物品(不含食品),中高級,菜盤,sala^,
秀姑巒,09物品(不含食品),高級,相片,sya-sing,
秀姑巒,09物品(不含食品),中級,肥皂,safon,
秀姑巒,09物品(不含食品),中級,濾酒渣網,sapipalinenek/sasefsef,
秀姑巒,09物品(不含食品),中級,梳子,sakales/sakadat,
秀姑巒,09物品(不含食品),中高級,揹帶,kaos,
秀姑巒,09物品(不含食品),中高級,扇子,sapihpih,
秀姑巒,09物品(不含食品),中高級,湯鍋,dangah/nafi^,
秀姑巒,09物品(不含食品),中級,水瓢(舀水用),pa^pa^,
秀姑巒,09物品(不含食品),中高級,電冰箱,ping-syang,
秀姑巒,09物品(不含食品),高級,電視,tilifi^,
秀姑巒,09物品(不含食品),中高級,水管,cicir,
秀姑巒,09物品(不含食品),中級,枕頭,tatangalan,
秀姑巒,09物品(不含食品),高級,鐵鎚,samokon,
秀姑巒,09物品(不含食品),中高級,鐵釘,sapacek,
秀姑巒,09物品(不含食品),中高級,卡在牙縫之物,tingas,
秀姑巒,09物品(不含食品),高級,菜刀,say-to^,
秀姑巒,09物品(不含食品),中級,魚網,salil,
秀姑巒,09物品(不含食品),初級,橡皮擦,sasisit,
秀姑巒,09物品(不含食品),初級,簍子(魚簍),kanas,
秀姑巒,10山川地理,中級,道路,lalan,
秀姑巒,10山川地理,初級,山林,kilakilangan,
秀姑巒,10山川地理,初級,小溪,ʼalo,
秀姑巒,10山川地理,中級,風,fali^,
秀姑巒,10山川地理,高級,沙子,fonak/tafok,
秀姑巒,10山川地理,中級,泥土,sera^,
秀姑巒,10山川地理,中級,河流,ʼalo^,
秀姑巒,10山川地理,中高級,湖泊,fanaw,
秀姑巒,10山川地理,中級,森林,kilakilangan,
秀姑巒,10山川地理,中級,縫隙,ngalaʼ,
秀姑巒,10山川地理,中級,洞穴,dihif,
秀姑巒,10山川地理,中高級,山腳下,enar,
秀姑巒,10山川地理,中高級,土堆,ʼopo^,
秀姑巒,10山川地理,高級,岩洞,dihif,
秀姑巒,10山川地理,高級,草原,dafdaf,
秀姑巒,10山川地理,高級,溫泉,on-sing,
秀姑巒,10山川地理,高級,峽谷,tonoʼ,
秀姑巒,10山川地理,高級,山洞,dihif,
秀姑巒,10山川地理,高級,岩石,ʼongcoy,
秀姑巒,10山川地理,中高級,瀑布,cascas,
秀姑巒,10山川地理,高級,獨立的小山頭,masacecayay a lotok,
秀姑巒,10山川地理,高級,崇山峻嶺,pidapidacan a lotok,
秀姑巒,11自然景觀,初級,下雨,maʼorad,
秀姑巒,11自然景觀,初級,太陽,cidal,
秀姑巒,11自然景觀,初級,月亮,folad,
秀姑巒,11自然景觀,初級,天空,kakarayan,
秀姑巒,11自然景觀,初級,星星,foʼis,
秀姑巒,11自然景觀,初級,雨,ʼorad,
秀姑巒,11自然景觀,中級,雪,soleda,
秀姑巒,11自然景觀,初級,冬天,kasienawan,
秀姑巒,11自然景觀,初級,夏天,kaciherangan/lalood,
秀姑巒,11自然景觀,中級,雷,fotiliʼ,
秀姑巒,11自然景觀,高級,露水,ʼoʼol,
秀姑巒,11自然景觀,初級,彩雲,cahid,
秀姑巒,11自然景觀,中高級,煙,ʼacefel,
秀姑巒,11自然景觀,中高級,閃電,kalapiyat/fotiliʼ,
秀姑巒,11自然景觀,中級,旱田,hadhad,
秀姑巒,11自然景觀,中高級,陰天,madodemay a romiʼad,
秀姑巒,11自然景觀,中級,火,lamal,
秀姑巒,11自然景觀,中高級,冰,koli^,
秀姑巒,11自然景觀,中級,地震,lonen,
秀姑巒,11自然景觀,中級,影子,ʼadingo^,
秀姑巒,11自然景觀,高級,颱風,faliyos,
秀姑巒,11自然景觀,高級,霜,ʼoʼol,
秀姑巒,11自然景觀,中高級,水滴,teraʼ no ʼorad,
秀姑巒,11自然景觀,中級,水患,malesi^,
秀姑巒,11自然景觀,初級,春天,kacanglahan,
秀姑巒,11自然景觀,中高級,海邊,lawac no riyar,
秀姑巒,11自然景觀,初級,秋天,kafarawfawan,
秀姑巒,11自然景觀,初級,彩虹,teker ni Idek,
秀姑巒,11自然景觀,初級,日落,micelem to ko cidal,
秀姑巒,11自然景觀,初級,天黑,masefad to ko toʼman,
秀姑巒,11自然景觀,初級,雨停,masalaw to ko ʼorad,
秀姑巒,11自然景觀,初級,刮颱風,kafaliyosan,
秀姑巒,11自然景觀,中級,日出,masadak ko cidal/monihar,
秀姑巒,12建築,初級,家,lomaʼ,
秀姑巒,12建築,初級,窗戶,sasingaran,
秀姑巒,12建築,初級,門,fawahan/pa^nan,
秀姑巒,12建築,初級,學校,picodadan,
秀姑巒,12建築,中級,石頭,fokeloh / fakeloh,
秀姑巒,12建築,中級,屋頂,fadahong,
秀姑巒,12建築,中級,橋樑,kayakay,
秀姑巒,12建築,中高級,工寮,taloʼan,
秀姑巒,12建築,中高級,廁所,tatayiʼan/kamayiʼan,
秀姑巒,12建築,中級,柱子,sariri^/hecek,
秀姑巒,12建築,中高級,石堆,ʼatol,
秀姑巒,12建築,高級,雞寮,talokan,
秀姑巒,12建築,中高級,樓梯,tokar/kawal,
秀姑巒,12建築,中級,庭院,potal,
秀姑巒,12建築,中高級,牆壁,cafeng,
秀姑巒,12建築,中高級,穀倉,ʼariri^,
秀姑巒,12建築,中高級,蓋屋頂,mifadahong/mifohdit,
秀姑巒,12建築,高級,搭建圍籬,miʼadipel,
秀姑巒,12建築,中級,後院,saikoran,
秀姑巒,13時間,高級,明年,roma a miheca^,
秀姑巒,13時間,初級,晚上,dadaya^,
秀姑巒,13時間,初級,昨天,inacila^,
秀姑巒,13時間,初級,明天,anocila^,
秀姑巒,13時間,初級,今天,anini,
秀姑巒,13時間,初級,早上,dafak,
秀姑巒,13時間,中級,白天,romiʼad,
秀姑巒,13時間,高級,前天,ʼayaw no cila^,
秀姑巒,13時間,高級,清晨,dafak,
秀姑巒,13時間,中高級,黑暗,toʼeman,
秀姑巒,13時間,中高級,傍晚,kalafian,
秀姑巒,13時間,中級,接續,pado^do^,
秀姑巒,13時間,中高級,半夜,terong no lafii^,
秀姑巒,13時間,中級,當時,itiya,
秀姑巒,13時間,中高級,大前天,ʼayaw no tosa a romi ʼad,
秀姑巒,13時間,中級,待會兒,talaen ho,
秀姑巒,13時間,中高級,大後天,i ikor no tosa^ a romiʼ ad,
秀姑巒,13時間,中級,亮光,ʼedil,
秀姑巒,13時間,中高級,後天,anoci:la^,
秀姑巒,13時間,中高級,上午,mamalahok,
秀姑巒,13時間,中高級,未來,anoʼa:yaw/ano haco:wa,
秀姑巒,13時間,中高級,夜,lafii^,
秀姑巒,13時間,中高級,年輕時,yo o kapah ho,
秀姑巒,13時間,中高級,一下子,cecay seliʼ,
秀姑巒,13時間,初級,下午,herek no lahok,
秀姑巒,13時間,初級,(幾)點鐘,widi^/toki,
秀姑巒,13時間,初級,星期日,pilipayan,
秀姑巒,13時間,初級,年,mihecan,
秀姑巒,13時間,初級,天天,saromiʼamiʼad sa,
秀姑巒,13時間,初級,現在,matini,
秀姑巒,13時間,初級,生日,kasofocan a romiʼad,
秀姑巒,14空間,中級,裡面,lalomaʼ,
秀姑巒,14空間,中級,在某處,ico:wa^,
秀姑巒,14空間,中級,上面,fafaed/fafaled,
秀姑巒,14空間,中級,前面,kaʼayaw,
秀姑巒,14空間,中級,下面,laeno,
秀姑巒,14空間,中高級,中間,terong/sifoʼ,
秀姑巒,14空間,中級,外面,papotal,
秀姑巒,14空間,中級,旁邊,fariʼingan/tatihi,
秀姑巒,14空間,中高級,頂(部),tongroh,
秀姑巒,14空間,中級,右邊,kawanan,
秀姑巒,14空間,高級,左邊,kawili,
秀姑巒,14空間,高級,角落,cofok/mocoʼ,
秀姑巒,14空間,高級,某物之下,kalaeno no…,
秀姑巒,14空間,中級,經過,taʼelif,
秀姑巒,14空間,中級,(從某處)到某處,tayra,
秀姑巒,14空間,中高級,從某處,nani,
秀姑巒,15農耕,高級,鋤草,maomah,
秀姑巒,15農耕,中級,犁田,mitafi,
秀姑巒,15農耕,中級,撒播,paloma^/forsak,
秀姑巒,15農耕,高級,種苗(動作),misacapox,
秀姑巒,15農耕,高級,穀物乾燥簍,filowa^/fakar,
秀姑巒,15農耕,高級,犁,tafi / kangkang,
秀姑巒,15農耕,中級,鐮刀,kakawit/kawkaw,
秀姑巒,15農耕,中級,鋤頭,pitaw,
秀姑巒,15農耕,中高級,倉庫,ʼariri^,
秀姑巒,15農耕,中高級,開墾,patadas,
秀姑巒,15農耕,高級,肥料,tayhi^,
秀姑巒,15農耕,高級,篩穀器具,sasiwasiw,
秀姑巒,15農耕,高級,催熟(果實),mirohem,
秀姑巒,15農耕,高級,稻草,ʼasisiw,
秀姑巒,16狩獵,中級,弓,panaʼ,
秀姑巒,16狩獵,中級,矛,ʼidoc,
秀姑巒,16狩獵,中高級,箭,focol,
秀姑巒,16狩獵,中高級,餌,saparirik,
秀姑巒,16狩獵,高級,槍,kowang,
秀姑巒,16狩獵,高級,獵刀,hawan/fonos,
秀姑巒,16狩獵,高級,直形獵刀,hawan,
秀姑巒,16狩獵,中級,獵獲物(統稱),tamaʼ,
秀姑巒,16狩獵,高級,石壓式陷阱,taʼeref,
秀姑巒,16狩獵,高級,套頸式繩索陷阱,waʼil,
秀姑巒,16狩獵,中級,籃子,kanas,
秀姑巒,16狩獵,中高級,捕鳥陷阱,tarakar,
秀姑巒,17宗教,中級,禁忌,paysin,
秀姑巒,17宗教,中級,夢,lemed/sinitiih,
秀姑巒,17宗教,高級,巫術,mitapoh,"mitapoh驅蟲儀式；治安的儀式應說milataw, misakap, misayir, mihakap等等"
秀姑巒,17宗教,中高級,教會,kiw-kay,
秀姑巒,17宗教,中高級,祖靈祭,lisin to pitaʼong to toʼas,
秀姑巒,17宗教,中高級,播種祭,lisin to pifolesakan,
秀姑巒,17宗教,中級,鬼魂,kawas,
秀姑巒,17宗教,高級,法器(巫醫治病用),sapiʼedaw,
秀姑巒,18織布服飾,初級,帽子,tamohong / kafong,
秀姑巒,18織布服飾,初級,衣服,fodoy / rikoʼ,
秀姑巒,18織布服飾,中高級,編織,mitenoon,
秀姑巒,18織布服飾,高級,肚兜,piʼayawan,
秀姑巒,18織布服飾,高級,男用耳環,capay,
秀姑巒,18織布服飾,高級,女用耳環,fiting,
秀姑巒,18織布服飾,高級,男性褲子,tapad,
秀姑巒,18織布服飾,高級,破掉,macicih/matepong,
秀姑巒,18織布服飾,中高級,頭飾,dadinas/safinalan,
秀姑巒,18織布服飾,高級,編網針,sakanit/sakawit,
秀姑巒,18織布服飾,中級,腰帶,safatel,
秀姑巒,18織布服飾,中級,苧麻,keliw,
秀姑巒,18織布服飾,中級,染色,micengel,
秀姑巒,18織布服飾,高級,浮織,sapaforis,
秀姑巒,18織布服飾,高級,女性長褲,mompi^,
秀姑巒,18織布服飾,高級,苧麻線,keliw no mowa^,
秀姑巒,18織布服飾,高級,布匹,hafalak,
秀姑巒,18織布服飾,高級,妝扮飾物,coraʼ,
秀姑巒,18織布服飾,高級,傳統女上衣,losid,
秀姑巒,18織布服飾,中高級,傳統女裙,sokon,
秀姑巒,18織布服飾,高級,鞋子,cokap,
秀姑巒,18織布服飾,中高級,揹小孩的背帶,safit,
秀姑巒,18織布服飾,高級,毛線,kakaniten a keliw,
秀姑巒,18織布服飾,高級,裙子,ha-ka-ma^,
秀姑巒,18織布服飾,高級,男用遮陰布,kopal,
秀姑巒,18織布服飾,中級,男用背負網袋,farasay,
秀姑巒,18織布服飾,高級,擋胸巾,piʼayaw,
秀姑巒,18織布服飾,中高級,袖子,kakamayan/caca’dongan,
秀姑巒,18織布服飾,中高級,上衣,fodoy / rikoʼ,
秀姑巒,18織布服飾,高級,頭帶(女用背籃用),renget,
秀姑巒,18織布服飾,高級,織布用的素麻線,keliw,
秀姑巒,18織布服飾,高級,刮苧麻,sikeliw,
秀姑巒,19傳統文化與習俗,中級,女用揹籃,faroro^,
秀姑巒,19傳統文化與習俗,中高級,圓形竹篩,kanas,
秀姑巒,20交通,高級,公車,fasu^,
秀姑巒,20交通,中高級,腳踏車,koliciw/fatikar,
秀姑巒,20交通,中高級,車站,cya-taw,
秀姑巒,20交通,高級,輪胎,fiher,
秀姑巒,20交通,高級,船,tamina^/lonan,
秀姑巒,20交通,高級,車子,paliding,
秀姑巒,20交通,高級,火車,cinamalay,
秀姑巒,21食物(非植物),初級,飯,hemay,
秀姑巒,21食物(非植物),初級,水,nanom,
秀姑巒,21食物(非植物),高級,白米,felac,
秀姑巒,21食物(非植物),中級,菜餚,sikaen,
秀姑巒,21食物(非植物),中級,青菜,dateng/sinafel,
秀姑巒,21食物(非植物),中高級,酒,epah,
秀姑巒,21食物(非植物),中級,鹽,cilah,
秀姑巒,21食物(非植物),高級,(蜂)蜜,waneng,
秀姑巒,21食物(非植物),中級,蛋,fitaʼol,
秀姑巒,21食物(非植物),高級,油,simal,
秀姑巒,21食物(非植物),高級,味道(吃),sanek,"有口感跟嗅覺的味道,無法單單寫出味道的語詞"
秀姑巒,21食物(非植物),中級,湯,kafi^/kohaw,
秀姑巒,21食物(非植物),高級,豆類,raraʼ,
秀姑巒,21食物(非植物),高級,白蘿蔔,say-taw,
秀姑巒,21食物(非植物),中級,穀粒,safak,
秀姑巒,21食物(非植物),中高級,糯米,falinono^,
秀姑巒,21食物(非植物),中級,粥,ʼaʼam,
秀姑巒,21食物(非植物),中級,小米,hafay,
秀姑巒,21食物(非植物),中高級,糖,waneng,
秀姑巒,21食物(非植物),中高級,豬肉,titi^ no fafoy,
秀姑巒,21食物(非植物),中級,麵,walay,
秀姑巒,21食物(非植物),高級,醬油,taw-^iw,
秀姑巒,21食物(非植物),中高級,在來米,tipos,
秀姑巒,21食物(非植物),中高級,米糠,etah,
秀姑巒,21食物(非植物),高級,麵粉,u-dung,
秀姑巒,22顏色,初級,白色的,fohecalay,
秀姑巒,22顏色,初級,黑色的,kohetingay,
秀姑巒,22顏色,初級,紅色的,kahengangay,
秀姑巒,22顏色,高級,紫色的,maloloay,
秀姑巒,22顏色,中高級,黃色的,kaliyalaway,
秀姑巒,22顏色,高級,咖啡色的,makorahay,
秀姑巒,22顏色,高級,灰色的,ʼafoay a cengel,
秀姑巒,22顏色,中高級,綠色的,kangdaway,
秀姑巒,22顏色,初級,顏色,cengel,
秀姑巒,23聲音,中高級,狗吠聲,lifafoy,
秀姑巒,23聲音,中級,歌,radiw,
秀姑巒,24抽象名詞,中級,聽說,nikatengilan,
秀姑巒,24抽象名詞,高級,獨自一人,masacacay,
秀姑巒,24抽象名詞,中級,相同,malecad,
秀姑巒,24抽象名詞,初級,部落,niyaroʼ,
秀姑巒,24抽象名詞,中級,日子,romiʼad,
秀姑巒,24抽象名詞,初級,是的,hay,
秀姑巒,24抽象名詞,中級,語言,sowal /cinglaw,
秀姑巒,24抽象名詞,中高級,力量,ʼicel,
秀姑巒,24抽象名詞,高級,目標,pametekan,
秀姑巒,24抽象名詞,中高級,文化,serangawan,
秀姑巒,24抽象名詞,高級,重要的,heci^,
秀姑巒,24抽象名詞,中高級,結婚,ki-kung/mararamod,
秀姑巒,24抽象名詞,中高級,各色各樣,masamaamaa:nay,
秀姑巒,24抽象名詞,中高級,價格,ʼaca^,
秀姑巒,24抽象名詞,高級,用途,tatodong,
秀姑巒,24抽象名詞,中高級,婚姻,ramod ato pisaparod,
秀姑巒,24抽象名詞,初級,遲到,maapac,
秀姑巒,25行動,中高級,關上,ʼedefen,
秀姑巒,25行動,中高級,賣,pacakay,
秀姑巒,25行動,初級,去,tayra,
秀姑巒,25行動,初級,打開(門),fawah / fohat,
秀姑巒,25行動,中級,(叫人)過來,pohay/katayni,
秀姑巒,25行動,中級,買,cakay,
秀姑巒,25行動,中級,給,pafeli^,
秀姑巒,25行動,初級,來,katayni,
秀姑巒,25行動,中級,借,caliw,
秀姑巒,25行動,初級,走路,romakat,
秀姑巒,25行動,高級,走(離開),miliyas,
秀姑巒,25行動,中級,飛,efer,
秀姑巒,25行動,中級,跑 (祈使),comikay,
秀姑巒,25行動,中級,抵達,tangasa^,
秀姑巒,25行動,中級,送(客人),padongos,
秀姑巒,25行動,中級,逃跑,laliw,
秀姑巒,25行動,中級,進入,comod,
秀姑巒,25行動,高級,翻倒,felin,
秀姑巒,25行動,中級,帶,hakiwid,
秀姑巒,25行動,中高級,趕走,fahoy/laplap,
秀姑巒,25行動,高級,折返,cofay,
秀姑巒,25行動,中級,(植物)生長,malahad / mengaw,
秀姑巒,25行動,中高級,讓開,paliyas,
秀姑巒,25行動,高級,贈送(禮物),panofo^,
秀姑巒,25行動,中高級,沿著山巒,dongdong/lilis,
秀姑巒,25行動,高級,(植物的果實)掉落,fonor,
秀姑巒,25行動,高級,(往)上坡,sacakat,
秀姑巒,25行動,高級,接(人),militemoh,
秀姑巒,25行動,中高級,越溪而過,lakec to ʼalo^/mikicaw,
秀姑巒,25行動,中高級,向人家要(東西),miaheng/miladaʼ,
秀姑巒,25行動,高級,倒(水),tapolong/tapenih,
秀姑巒,25行動,中級,走(向某個方向),pasa……,
秀姑巒,25行動,高級,(藤類植物)攀爬,sokayap,
秀姑巒,25行動,高級,逛一逛,sarakarakat,
秀姑巒,25行動,中級,追,ko^ko/toor,
秀姑巒,25行動,中高級,趕上,matoor,
秀姑巒,25行動,中高級,滑掉,tarohiyac,
秀姑巒,25行動,中高級,分開,malaliyas,
秀姑巒,25行動,初級,攜帶(如帶傘),hakiwid,
秀姑巒,25行動,初級,穿(如穿衣服),caʼedong,
秀姑巒,25行動,初級,戴(如戴帽子),sakafongen,
秀姑巒,25行動,初級,出現,masadak,
秀姑巒,25行動,初級,坐著,aroʼ,
秀姑巒,25行動,初級,站著,tomireng,
秀姑巒,25行動,初級,關(門；窗),ʼedef,
秀姑巒,25行動,初級,要來,tatayni,
秀姑巒,25行動,初級,來過,natayni to,
秀姑巒,25行動,初級,去了,tayra to,
秀姑巒,25行動,初級,爬行,nafoy,
秀姑巒,25行動,初級,看起來,ʼaraw han i,
秀姑巒,25行動,初級,拜訪,milisoʼ,
秀姑巒,25行動,初級,出去,masadak,
秀姑巒,26肢體動作,中級,跳躍,Satakotakod,
秀姑巒,26肢體動作,中級,跳舞,makero^,
秀姑巒,26肢體動作,初級,坐下,maroʼ,
秀姑巒,26肢體動作,中高級,彎腰,roho^/moho^,
秀姑巒,26肢體動作,中高級,掛,caʼit,
秀姑巒,26肢體動作,高級,打球,misalama^,
秀姑巒,26肢體動作,中級,拿取,ala^,
秀姑巒,26肢體動作,中高級,打(人),palo^,
秀姑巒,26肢體動作,中高級,刺,cocok/ceka^,
秀姑巒,26肢體動作,中級,射擊,mikuwang,
秀姑巒,26肢體動作,高級,跌倒,matoloʼ/mapolin,
秀姑巒,26肢體動作,中高級,踢,cokar/cokas,
秀姑巒,26肢體動作,中級,推,cokeroh,
秀姑巒,26肢體動作,中級,砍伐,letek,
秀姑巒,26肢體動作,中高級,搖動,ngiyangi^,
秀姑巒,26肢體動作,中高級,折斷,pitek,
秀姑巒,26肢體動作,高級,發抖,tir^tir/mirmir,
秀姑巒,26肢體動作,中級,抓癢,koskos,
秀姑巒,26肢體動作,高級,爬上(去),mikayakay / mikalic,
秀姑巒,26肢體動作,中級,仰躺,tiʼenang,
秀姑巒,26肢體動作,高級,揹(人),fafa^,
秀姑巒,26肢體動作,中高級,敲碎,pelpel,
秀姑巒,26肢體動作,中級,扛,tamorong,
秀姑巒,26肢體動作,中級,翻動,howad/walin,
秀姑巒,26肢體動作,高級,滾落,molimoli^,
秀姑巒,26肢體動作,中高級,撞到,matekong/masetol,
秀姑巒,26肢體動作,中級,抱著,ʼafofo^,
秀姑巒,26肢體動作,高級,吹,iyof,
秀姑巒,26肢體動作,中高級,挖掘,karkar,
秀姑巒,26肢體動作,中級,切,cikcik,
秀姑巒,26肢體動作,中級,游泳,dangoy,
秀姑巒,26肢體動作,中級,藏起來,simed,
秀姑巒,26肢體動作,中高級,抓(如抓到動物),lepel,
秀姑巒,26肢體動作,中高級,砍,setep/capoʼ,
秀姑巒,26肢體動作,中級,揹負(物品),koyod / tamorong,
秀姑巒,26肢體動作,中級,分(東西),sakilac,
秀姑巒,26肢體動作,中高級,剖切,pelaʼ,
秀姑巒,26肢體動作,中高級,綁住,falod,
秀姑巒,26肢體動作,中高級,拉,tengteng,
秀姑巒,26肢體動作,中高級,劈(木材),pelaʼ,
秀姑巒,26肢體動作,中高級,扯斷,lafot,
秀姑巒,26肢體動作,中級,提著,kakoyen /tatoyen,
秀姑巒,26肢體動作,中級,握著,metmeten,
秀姑巒,26肢體動作,中級,捆綁,falod,
秀姑巒,26肢體動作,中高級,按住,damaen/penecen,
秀姑巒,26肢體動作,中高級,拔除,pocpocen,
秀姑巒,26肢體動作,中級,挑選,piliʼ,
秀姑巒,26肢體動作,中高級,散撒,folesak,
秀姑巒,26肢體動作,中高級,啄,tokok,
秀姑巒,26肢體動作,高級,插,coenek,
秀姑巒,26肢體動作,中高級,堆積,ʼopo^,
秀姑巒,26肢體動作,中高級,搬運,coloʼ,
秀姑巒,26肢體動作,中高級,拔出,pocpoc,
秀姑巒,26肢體動作,中高級,攪動,riwariw,
秀姑巒,26肢體動作,中高級,壓住,reken,
秀姑巒,26肢體動作,中高級,搔癢,koskos / kirikiriʼ,
秀姑巒,26肢體動作,高級,握拳,metmet,
秀姑巒,26肢體動作,中高級,摘取,pecoʼ,
秀姑巒,26肢體動作,高級,晃動,ngiyangi^,
秀姑巒,26肢體動作,中高級,剝(花生；豆類),foheci,
秀姑巒,26肢體動作,中高級,涉水而過,lakec,
秀姑巒,26肢體動作,高級,振動,ngernger,
秀姑巒,26肢體動作,中級,打包,mitafo,
秀姑巒,26肢體動作,中高級,採收,militod,
秀姑巒,26肢體動作,中高級,(將器具)磨利,cadiw,
秀姑巒,26肢體動作,中高級,(搖)動,ngiyangi^,
